Google Map顯示名稱(全名),Google Map url,新的url(不需調整請填x)
TKB數位學堂,"https://www.google.com/maps/place/TKB%E6%95%B8%E4%BD%8D%E5%AD%B8%E5%A0%82/@23.7118082,120.5434538,20.25z/data=!4m13!1m7!3m6!1s0x346ec8309e71438d:0xdc01d2f3461f33cf!2sNo.+34,+Zhenbei+Road,+Douliu+City,+Yunlin+County,+640!3b1!8m2!3d23.7119233!4d120.5434076!3m4!1s0x346ec83a7fcd9ab1:0xe8af41fe0f4683f0!8m2!3d23.7118697!4d120.543454?hl=en-US",
TKB西屯數位學堂/大碩研究所西屯班,"https://www.google.com/maps/place/TKB%E8%A5%BF%E5%B1%AF%E6%95%B8%E4%BD%8D%E5%AD%B8%E5%A0%82%2F%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80%E8%A5%BF%E5%B1%AF%E7%8F%AD/@24.1728655,120.6466388,15.25z/data=!4m5!3m4!1s0x0:0x661105ba3df3d303!8m2!3d24.172795!4d120.646434?hl=en-US",
TKB彰化數位學堂/大碩研究所/龍門轉學考,"https://www.google.com/maps/place/TKB%E5%BD%B0%E5%8C%96%E6%95%B8%E4%BD%8D%E5%AD%B8%E5%A0%82%2F%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80%2F%E9%BE%8D%E9%96%80%E8%BD%89%E5%AD%B8%E8%80%83/@24.079849,120.537957,15z/data=!4m5!3m4!1s0x0:0x4dab4a8a5897bf6d!8m2!3d24.0798486!4d120.5379565?hl=en-US",
TKB中科數位學堂/台中大碩東海班,"https://www.google.com/maps/place/TKB%E4%B8%AD%E7%A7%91%E6%95%B8%E4%BD%8D%E5%AD%B8%E5%A0%82%2F%E5%8F%B0%E4%B8%AD%E5%A4%A7%E7%A2%A9%E4%B8%AD%E7%A7%91%E7%8F%AD/@24.183202,120.591789,15z/data=!4m5!3m4!1s0x0:0xfd8406551599bcbf!8m2!3d24.1832023!4d120.5917894?hl=en-US",
TKB虎尾學堂,"https://www.google.com.tw/maps/place/TKB%E8%99%8E%E5%B0%BE%E5%AD%B8%E5%A0%82/@23.7022161,120.4246573,17z/data=!3m1!4b1!4m5!3m4!1s0x346eb0abcff75143:0x37679ec781a4a7fd!8m2!3d23.7022161!4d120.426846?hl=en",
大碩研究所+台中,"https://www.google.com/maps/place/%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80/@24.1370655,120.6820279,19z/data=!4m8!1m2!2m1!1z5aSn56Kp!3m4!1s0x0:0xcd0a2ea8394f4ae9!8m2!3d24.1372194!4d120.6820706?hl=en-US",
大碩研究所+台中,"https://www.google.com/maps/place/%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80/@24.1370655,120.6820279,19z/data=!4m8!1m2!2m1!1z5aSn56Kp!3m4!1s0x0:0xcd0a2ea8394f4ae9!8m2!3d24.1372194!4d120.6820706?hl=en-US",
台中龍門轉學考/先修微積分/大學重考,"https://www.google.com/maps/place/%E5%8F%B0%E4%B8%AD%E9%BE%8D%E9%96%80%E8%BD%89%E5%AD%B8%E8%80%83/@24.137218,120.682069,15z/data=!4m5!3m4!1s0x0:0xef80ab4c96b51b94!8m2!3d24.137218!4d120.6820689?hl=en-US",
台中龍門轉學考/先修微積分/大學重考,"https://www.google.com/maps/place/%E5%8F%B0%E4%B8%AD%E9%BE%8D%E9%96%80%E8%BD%89%E5%AD%B8%E8%80%83/@24.137218,120.682069,15z/data=!4m5!3m4!1s0x0:0xef80ab4c96b51b94!8m2!3d24.137218!4d120.6820689?hl=en-US",
大碩研究所+台中,"https://www.google.com/maps/place/%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80/@24.1370655,120.6820279,19z/data=!4m8!1m2!2m1!1z5aSn56Kp!3m4!1s0x0:0xcd0a2ea8394f4ae9!8m2!3d24.1372194!4d120.6820706?hl=en-US",
大碩研究所+台中,"https://www.google.com/maps/place/%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80/@24.1370655,120.6820279,19z/data=!4m8!1m2!2m1!1z5aSn56Kp!3m4!1s0x0:0xcd0a2ea8394f4ae9!8m2!3d24.1372194!4d120.6820706?hl=en-US",
大碩研究所+台中,"https://www.google.com/maps/place/%E5%A4%A7%E7%A2%A9%E7%A0%94%E7%A9%B6%E6%89%80/@24.1370655,120.6820279,19z/data=!4m8!1m2!2m1!1z5aSn56Kp!3m4!1s0x0:0xcd0a2ea8394f4ae9!8m2!3d24.1372194!4d120.6820706?hl=en-US",
台北洋碩美語-英文補習班,"https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@25.0471797,121.5120063,19z/data=!4m5!3m4!1s0x3442a90d177ffa51:0xd1b3c6350b054e8f!8m2!3d25.0471797!4d121.5125535?hl=en-US",
高雄洋碩美語,"https://www.google.com/maps/place/%E9%AB%98%E9%9B%84%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@22.635982,120.304175,15z/data=!4m5!3m4!1s0x0:0x1faaa312b69c3584!8m2!3d22.6359816!4d120.3041751?hl=en-US",
台中洋碩美語,"https://www.google.com/maps/place/%E5%8F%B0%E4%B8%AD%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@24.136016,120.681921,15z/data=!4m5!3m4!1s0x0:0x3b083c81c705c8a0!8m2!3d24.1360157!4d120.6819213?hl=en-US",
台中洋碩美語 西屯店,"https://www.google.com/maps/place/%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E+%E8%A5%BF%E5%B1%AF%E5%BA%97/@24.172795,120.646434,15z/data=!4m5!3m4!1s0x0:0xe652fa8def4afdd7!8m2!3d24.172795!4d120.646434?hl=en-US",
新竹洋碩美語,"https://www.google.com/maps/place/%E6%96%B0%E7%AB%B9%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@24.8035349,120.9738396,21z/data=!4m5!3m4!1s0x346835c2f2250b61:0x849e574408a785fc!8m2!3d24.8035731!4d120.9738282?hl=en-US",
中壢洋碩美語,"https://www.google.com/maps/place/%E4%B8%AD%E5%A3%A2%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E-%E8%8B%B1%E6%96%87%E8%A3%9C%E7%BF%92%E7%8F%AD%EF%BC%9A5%E4%BA%BA%E5%B0%8F%E7%8F%AD%E5%8F%A3%E8%AA%AA%2F1%E5%B0%8D1%E5%AE%B6%E6%95%99%2F%E5%A4%9A%E7%9B%8ATOEIC%2F%E6%89%98%E7%A6%8FTOEFL%2F%E9%9B%85%E6%80%9DIELTS%2FGRE%2FGMAT%2F%E5%95%86%E7%94%A8%E8%81%B7%E5%A0%B4%E8%8B%B1%E6%96%87%E6%9C%83%E8%A9%B1%2F%E8%88%AA%E7%A9%BA%E7%BE%8E%E8%AA%9E/@24.9520969,121.2230724,17z/data=!3m1!4b1!4m5!3m4!1s0x3468224927c2c0dd:0xe8f191a9e1542fdb!8m2!3d24.9520969!4d121.2252611?hl=en",
台南洋碩美語,"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@22.997618,120.208644,15z/data=!4m5!3m4!1s0x0:0x7fe5fd4777db62f9!8m2!3d22.9976175!4d120.2086437?hl=en-US",
淡水洋碩美語,"https://www.google.com.tw/maps/place/%E6%B7%A1%E6%B0%B4%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@25.176624,121.4460893,17z/data=!3m1!4b1!4m5!3m4!1s0x3442af963d153c5d:0xeb40b2af2cd9a756!8m2!3d25.176624!4d121.448278?hl=en",
公館洋碩美語,"https://www.google.com.tw/maps/place/%E5%85%AC%E9%A4%A8%E6%B4%8B%E7%A2%A9%E7%BE%8E%E8%AA%9E/@25.0167533,121.5297519,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a9970ffccd2d:0x60292218f9fd764a!8m2!3d25.0167533!4d121.5319406?hl=en",
